Title: *** advanced.cir ***
Date: Mon Mar  9 15:00:04  2015
Plotname: Transient Analysis
Flags: real
No. Variables: 4
No. Points: 1001
Variables:
	0	time	time
	1	v(c8)	voltage
	2	v(c9)	voltage
	3	v(e8)-v(e9)	notype
Values:
 0	1.000002800000980e-05
	1.022761039772293e+01
	1.166436563503729e+01
	-5.805826813611288e-01

 1	1.000012800000980e-05
	1.019279995978803e+01
	1.169164099926972e+01
	-5.202997843469719e-01

 2	1.000022800000980e-05
	1.016188122404345e+01
	1.171642447360877e+01
	-4.595544562789784e-01

 3	1.000032800000980e-05
	1.013482304261617e+01
	1.173885282349467e+01
	-3.985315907436096e-01

 4	1.000042800000980e-05
	1.011156097868394e+01
	1.175908150740374e+01
	-3.374003089013766e-01

 5	1.000052800000980e-05
	1.009200130471708e+01
	1.177727651767293e+01
	-2.763144082399380e-01

 6	1.000062800000980e-05
	1.007602507918206e+01
	1.179360745853474e+01
	-2.154130449938512e-01

 7	1.000072800000980e-05
	1.006349213387563e+01
	1.180824207780430e+01
	-1.548215244530700e-01

 8	1.000082800000980e-05
	1.005424487183545e+01
	1.182134224676193e+01
	-9.465211577185983e-02

 9	1.000092800000980e-05
	1.004811182129560e+01
	1.183306123623039e+01
	-3.500484431329487e-02

 10	1.000102800000980e-05
	1.004491091840125e+01
	1.184354206322276e+01
	2.403175894370646e-02

 11	1.000112800000980e-05
	1.004445250679606e+01
	1.185291666501367e+01
	8.237995482144944e-02

 12	1.000122800000980e-05
	1.004654205120786e+01
	1.186130567541564e+01
	1.399721353472805e-01

 13	1.000132800000980e-05
	1.005098256820157e+01
	1.186881861346229e+01
	1.967501968912408e-01

 14	1.000142800000980e-05
	1.005757678200981e+01
	1.187555433487601e+01
	2.526649384377784e-01

 15	1.000152800000980e-05
	1.006612901740894e+01
	1.188160163407204e+01
	3.076754774744661e-01

 16	1.000162800000980e-05
	1.007644684515610e+01
	1.188703991540849e+01
	3.617486774316951e-01

 17	1.000172800000980e-05
	1.008834249864184e+01
	1.189193987580979e+01
	4.148585817931347e-01

 18	1.000182800000980e-05
	1.010163408335024e+01
	1.189636415691627e+01
	4.669858505394142e-01

 19	1.000192800000980e-05
	1.011614660383911e+01
	1.190036793407697e+01
	5.181171942111513e-01

 20	1.000202800000980e-05
	1.013171283688687e+01
	1.190399941211699e+01
	5.682447992728885e-01

 21	1.000212800000980e-05
	1.014817408517773e+01
	1.190730019349835e+01
	6.173657351497370e-01

 22	1.000222800000980e-05
